Date,Return,Realized_Volatility,Volume,VIX,RSI_14,VXN,FedRate
,,,QQQ,^VIX,,^VXN,^IRX
2018-02-22,-0.0001215040726707528,0.2839167259155095,37074400,18.719999313354492,45.694807139408454,20.90999984741211,1.6050000190734863
2018-02-23,0.02044880114861547,0.2927752641047129,50096900,16.489999771118164,54.847493507762756,18.15999984741211,1.6050000190734863
2018-02-26,0.013260400748150714,0.29628914016957647,39266700,15.800000190734863,68.91560068724147,18.1200008392334,1.6080000400543213
2018-02-27,-0.012382652177146514,0.29465030540866655,42209900,18.59000015258789,59.84202471620244,20.489999771118164,1.6349999904632568
2018-02-28,-0.006417462855950462,0.29498564173989245,42936300,19.850000381469727,61.92093996339591,22.010000228881836,1.6180000305175781
2018-03-01,-0.01632669330038361,0.29891426835781015,76809900,22.469999313354492,71.77282194615799,24.739999771118164,1.590000033378601
2018-03-02,0.009180444817783906,0.30051757242423366,57445100,19.59000015258789,70.44252007616525,21.530000686645508,1.6050000190734863
2018-03-05,0.011084721979988554,0.3018461760077336,38540200,18.729999542236328,69.26068913264339,20.600000381469727,1.625
2018-03-06,0.004230595824026295,0.2930701185004553,29480900,18.360000610351562,69.11462539767564,20.600000381469727,1.6430000066757202
2018-03-07,0.0023142781341021212,0.252925853749262,34609400,17.760000228881836,65.2070630408123,20.43000030517578,1.649999976158142
2018-03-08,0.005505366570636605,0.23869357784319173,25828400,16.540000915527344,61.26789472542256,19.260000228881836,1.6349999904632568
2018-03-09,0.019427469889336413,0.23903166656859048,38310500,14.640000343322754,69.50530291193317,17.299999237060547,1.6349999904632568
2018-03-12,0.0053130548117588106,0.17068743890226143,37635000,15.779999732971191,70.33795580663457,17.559999465942383,1.6430000066757202
2018-03-13,-0.013614391257339098,0.17852491923182523,55638900,16.350000381469727,64.65327784452275,19.239999771118164,1.690000057220459
2018-03-14,-0.0001749429779195344,0.1726055512005494,40536400,17.229999542236328,64.62575303051358,19.520000457763672,1.718000054359436
2018-03-15,-0.0008736547913881232,0.17325108148911147,28810400,16.59000015258789,58.27585227183044,18.450000762939453,1.7330000400543213
2018-03-16,-0.0029730423672781336,0.16529945101280033,31176700,15.800000190734863,51.66854498876025,17.639999389648438,1.7380000352859497
2018-03-19,-0.021336223653851016,0.17381256813196344,71395100,19.020000457763672,47.716357734919924,22.059999465942383,1.7280000448226929
2018-03-20,0.003291486358891982,0.17307616348898075,34075700,18.200000762939453,51.8172911313314,22.1299991607666,1.7580000162124634
2018-03-21,-0.004354787528080828,0.17396697130148342,43863500,17.860000610351562,57.704840992424394,22.059999465942383,1.7100000381469727
2018-03-22,-0.02468230670619509,0.1946376772531645,66607300,23.34000015258789,42.76038511912879,26.6299991607666,1.6829999685287476
2018-03-23,-0.026351337875168857,0.21431420539733875,80110400,24.8700008392334,30.00675061939583,28.350000381469727,1.687999963760376
2018-03-26,0.03715856148037666,0.24207916991923772,57481500,21.030000686645508,43.0472131392697,25.149999618530273,1.7050000429153442
2018-03-27,-0.032360012718244624,0.2594368880691801,78889100,22.5,35.37491572457324,29.010000228881836,1.7330000400543213
2018-03-28,-0.011503640775112678,0.2590566539161559,89369700,22.8700008392334,31.66692024609884,30.190000534057617,1.6950000524520874
2018-03-29,0.018314972113602,0.2689506239720806,68692600,19.969999313354492,30.814311455104487,26.68000030517578,1.6699999570846558
2018-04-02,-0.02885150362684008,0.28069182473188226,85549400,23.6200008392334,25.23833614730971,29.920000076293945,1.6829999685287476
2018-04-03,0.011253136585412049,0.281862461590149,64090000,21.100000381469727,30.48589303719379,28.049999237060547,1.7130000591278076
2018-04-04,0.015770009915820893,0.28512305156207657,65768700,20.059999465942383,34.95699983865397,26.290000915527344,1.6679999828338623
2018-04-05,0.00569671396572069,0.2855793027877733,43054900,18.940000534057617,36.58705577295334,25.030000686645508,1.6749999523162842
2018-04-06,-0.025023143856717334,0.29583376998184924,59870900,21.489999771118164,33.60211746488517,27.43000030517578,1.6799999475479126
2018-04-09,0.007022605440946572,0.2964521151790826,41810400,21.770000457763672,38.42917566861302,26.950000762939453,1.6749999523162842
2018-04-10,0.022063056572031003,0.2991241844832099,48296800,20.469999313354492,42.584003848848695,25.149999618530273,1.6950000524520874
2018-04-11,-0.005768792679064494,0.29763178923196243,41622100,20.239999771118164,42.38884431530328,24.690000534057617,1.6929999589920044
2018-04-12,0.012041530571614167,0.3001017398299634,30467900,18.489999771118164,49.28799820242904,22.899999618530273,1.7050000429153442
2018-04-13,-0.00517856162066288,0.3001224337939244,44604900,17.40999984741211,53.76517389971328,22.059999465942383,1.718000054359436
2018-04-16,0.0076222781967496545,0.3022087033262211,28180800,16.559999465942383,47.298948266865345,20.450000762939453,1.7130000591278076
2018-04-17,0.021525013489100298,0.31322837497354966,35536100,15.25,61.14285598221136,19.43000030517578,1.7549999952316284
2018-04-18,0.0020470069132345614,0.3045725452037873,29573900,15.600000381469727,65.31158291733158,19.3799991607666,1.7699999809265137
2018-04-19,-0.009192377206810098,0.3059331743605567,34705700,15.960000038146973,58.339146886632925,20.15999984741211,1.7829999923706055
2018-04-20,-0.0158269119190102,0.3102544696273689,49197100,16.8799991607666,62.73917730210404,21.6299991607666,1.7649999856948853
2018-04-23,-0.002526003616094785,0.29834814554026784,33040600,16.34000015258789,59.14663741063936,22.1200008392334,1.7829999923706055
